cycle,capacity,temperature,voltage
321,0.77194256971262,9.254842453288928,3.3368580984170784
323,0.8102147459439525,6.2421538803278835,4.204780423264531
325,0.8100640865476179,9.58411609363967,3.339305489603821
326,0.7962854959111544,6.2075277125490045,4.204521274424927
327,0.799221150837858,9.566905713744635,3.339570448565296
328,0.7857695050276264,6.224273050292287,4.204624040141312
329,0.7837476969996183,9.486246140892044,3.3451677206996573
330,0.7768251729712499,6.356922170308384,4.204759249927518
331,0.773411226961383,9.492943245052498,3.3544794166161487
332,0.7676643798120606,6.484463848655845,4.204528831141095
333,0.7741389902577206,9.621291466671476,3.3411905698302573
335,0.7602508979009904,6.452529959566809,4.204748910512411
337,0.7464903081922465,9.480811280043975,3.3372444928972818
339,0.7389410180019402,6.4546045672401124,4.193293645903991
341,0.748425524180727,9.448949676434,3.3510332188429146
342,0.7749607248475877,6.401812882065797,4.204733730689362
343,0.7665517121153924,9.522656892771677,3.3573066817086326
344,0.7585697095461367,6.383232670692953,4.204654344314901
345,0.7676361046674703,9.570096566546104,3.3367004271481884
346,0.7575201472079606,6.385066792128529,4.204635065616684
347,0.7525435151551908,9.488568418373822,3.3507625069372007
348,0.7475096525776928,6.383830300816934,4.20461381301403
349,0.553594188896422,8.948370017570232,3.3925513327274577
351,0.5812502909108882,6.2276546861746045,4.205207940291554
353,0.7756341702626439,9.378195494421618,3.3452602996349197
355,0.7840991334199116,6.399342844908104,4.204747787970738
357,0.7865027558526022,9.495184531517388,3.3478192813331984
358,0.7721090962455819,6.444080539036814,4.204692561813181
359,0.7754186755820226,9.474914433741436,3.3500352436555985
360,0.7600941317570155,6.4228191728713195,4.204638425171183
361,0.7589001368528305,9.411639640493867,3.3590566596536764
362,0.7501177815381879,6.388268052807578,4.204835852809687
363,0.755987739367269,9.476832839675836,3.3495911750877263
364,0.74648442068828,6.396850658634223,4.2045663854538
365,0.7491083213196282,9.49822266009937,3.3462597198775272
367,0.7354392117479669,6.363836406424361,4.2048067279463925
369,1.660050926392254,7.9114909421254485,3.4658606296374312
371,1.4916358766969018,6.2965209986717054,4.180174654277348
373,1.5097219783424871,7.958927971485882,3.4593246298099665
374,1.4999811004265686,6.3744679399204465,4.176887170050262
375,1.5009541476649249,7.708927821830712,3.4552294701778714
376,1.4898689263107538,6.219720143336932,4.177101860332376
377,1.4803501786859827,7.711890755969547,3.4575807060974952
378,1.4731794366819504,6.224278231864829,4.178074763121198
379,1.4639000009025385,7.733691649876036,3.4576403855897397
380,1.45669963077611,6.177661581511132,4.179100563615868
381,1.4530286138468669,7.713793706750157,3.4540569996464043
383,1.4439161078349945,6.134459973691031,4.183673771720345
385,1.4537957581181045,7.8513931260036465,3.436367401137892
387,1.4527167414145015,6.240577865434656,4.183039216506805
389,1.446417741685788,7.905320525605018,3.4466304878843594
390,1.4411638510568656,6.392062363167433,4.1803423971430265
391,1.4347216444936095,7.847675607740912,3.4469353939775913
392,1.4276393534158993,6.3182097871026315,4.180457867740097
393,1.4192673396564588,7.926506175979814,3.4438356242957933
394,1.4121790644007892,6.365623824830258,4.181264710301765
395,1.4077588412210318,7.937097401174621,3.4417182002819104
396,1.401049630284633,6.307113625263796,4.181231208872227
397,1.392313944917123,7.9661274485105595,3.439456123966976
399,1.3814024104394484,6.194182411828719,4.184991042266251
401,1.4217676747823467,7.886742523689043,3.4300387550398135
403,1.4289019269867866,6.243053379514654,4.183346421138095
405,1.4210920592322014,7.810373532807223,3.442487347026378
406,1.4151021440945408,6.307691702328014,4.1808915021200415
407,1.4063519183495876,7.869709498966687,3.4434500367152183
408,1.3979765397962458,6.298423707015873,4.1812003756888085
409,1.3936784110116147,7.873285917762758,3.4369770767738053
410,1.3860051749301505,6.306572886830282,4.181637927402214
411,1.3770078161298933,7.888295790156799,3.4351167375068576
412,1.370003433355794,6.255739704256568,4.1822690012423935
413,1.3565620031223449,7.90514873318139,3.4352880614818906
415,1.3458225538288138,6.129403830084741,4.185789110328434
417,1.346076536250298,7.9278743808781424,3.426473499744202
418,1.344378021264911,6.218500393172879,4.1833728416508515
419,0.6575640396370714,7.084065434295192,3.6332673475295345
420,0.7010249806107972,5.77666418734673,4.187217029055677
421,1.3743904819665909,7.950376644939932,3.4231723044699156
422,1.3257614515408676,6.143803873510025,4.183795427044911
423,1.3204444199820455,7.891054732187375,3.428797713311107
424,1.313855601303154,6.248185625931543,4.183866673343998
425,1.3133148647042818,7.911933312913009,3.4246615589655973
427,1.3005428192649937,6.104261408189349,4.186942391642666
429,1.2990831368214713,7.9731250548171255,3.420260120001828
430,1.2980985572381405,6.218565239763762,4.18418283451379
431,1.3015736124013628,7.988820643678426,3.4176468335228454
432,1.2932457144005693,6.209034746463636,4.184044896964018
433,1.2847170094440046,7.990220402102304,3.4172601086559014
434,1.2783407268394906,6.156961681908259,4.184238611109293
435,1.277380566269367,7.882690956878554,3.4115448650857543
436,1.2709915015222668,6.155024052570902,4.1843662751735
437,1.2756235694144724,8.054682377673142,3.4065891490442124
439,1.2641564569404358,6.052446004740521,4.187045118172674
441,1.2614869413364511,7.989516678064296,3.404850768576602
442,1.2617699536802542,6.165805632884588,4.184549289901253
443,1.2652457007017188,8.031961049301984,3.4037388246513496
444,1.2582541694018505,6.1758141633684644,4.184914131690269
445,1.2512460300230157,8.043229181254354,3.4068285577090975
446,1.24552969991429,6.2147249907413284,4.1847534930321855
447,1.2360491178068218,8.03181115051043,3.4086789774100317
448,1.2318374995847692,6.21387387432846,4.184908004749665
449,1.2421549220974872,8.097013437245893,3.3973450050321667
451,1.2299815455645102,6.148250886842844,4.186990266900632
453,1.305753322719325,8.022533123805395,3.3993392010348766
455,1.316467008001131,6.215788018866588,4.186620548695367
457,1.31713173837808,8.108172025448226,3.4116534333763227
458,1.311375969072937,6.233387891256791,4.183783912729127
459,1.2909620942797537,7.8977220071348055,3.417645007960136
460,1.2851258242001604,6.1420270749646155,4.1837987651954816
461,1.2898049594701344,8.04149350152151,3.4079105797438367
462,1.2818368144934904,6.275446724240284,4.183539492991638
463,1.2694603406266132,7.954120438181095,3.407164499269471
464,1.2651534346068256,6.230721669165233,4.1841724710963355
465,1.2526985712333019,7.997450587692992,3.411264697940678
467,1.2433091735576318,6.169239943192279,4.18738312119421
469,1.250814868158182,8.033089769228212,3.399055092260418
470,1.2493518929634244,6.200622472917794,4.184553356527274
471,1.2501014721808612,8.032822875095608,3.397998613644679
472,1.2426077415430745,6.163420195663021,4.184279140854873
473,1.2321972533993075,7.971994643634386,3.3968749308721438
474,1.2263643208038124,6.177416890767323,4.183923296027327
475,1.2265152381566198,7.985840586212385,3.3949285391136215
476,1.2212794618752352,6.158659545632484,4.184440217579503
477,1.2207717181061448,8.055923800450703,3.3923053503439844
479,1.210153283194638,6.106804252908498,4.187167654932339
481,1.205909402352499,7.982156595851859,3.393507466288284
482,1.2072399119474386,6.212888530650942,4.184585025795368
483,1.1968474682238295,7.842796481143621,3.397997936501643
484,1.192938173475656,6.150962094235528,4.184798109582326
485,1.207326749773353,8.079939832789865,3.3882925257712984
486,1.2001049099518244,6.191354250383185,4.18482925592532
487,1.1976957248046822,8.064765751727984,3.3877256181336417
488,1.1914186814159666,6.157237384993867,4.184584872228321
489,1.1910275804325707,8.047690080561159,3.3892443793813447
491,1.1797121828651658,6.044221254912429,4.18733539619685
493,1.1937037198557854,8.077528255423264,3.379247569665043
494,1.1943619249906055,6.209757516721622,4.184434904841503
495,1.1748037677488095,7.993540199499143,3.3916390352444328
496,1.1716803569093603,6.182647800536291,4.184613866239795
497,1.1862346656013854,7.973181959906695,3.3795641863547807
498,1.1791235927547354,6.176741115724749,4.18422072586239
499,1.1598334012494873,7.915947250994455,3.3905357196785717
500,1.1574335391402975,6.13502982318747,4.18503717085805
501,0.9890713931613858,7.631644271961187,3.4657216656737035
503,1.005465986733562,5.974454974933156,4.187916244030934
505,1.2615426026716812,7.938268366482139,3.3909861606032004
507,1.2490599719506965,6.197455444603273,4.186858696763224
509,1.2680465181874683,8.024531067354474,3.3970417211274984
510,1.2618381016928881,6.265801264268585,4.183153295148747
511,1.249415942938074,8.026701986317695,3.4053897793262036
512,1.2429562607355273,6.306161200693953,4.1833297334199315
513,1.2349760653087454,8.083086131954136,3.4044637089502996
514,1.2303033424039769,6.42349247734769,4.183292699943034
515,1.2341100336586068,8.282945581406354,3.40066115678775
516,1.2272957167877598,6.544717021926582,4.182918319208979
517,1.2229552358987472,8.296254318972048,3.399557901522936
519,1.2107431468458731,6.380681752178513,4.186905394252623
521,1.2297132019840706,8.280354632475289,3.3869933616946555
523,1.2330711951694413,6.392989219416148,4.1873144477897535
525,1.240859859985815,8.346898191755683,3.3947531020283486
526,1.2366642176394727,6.489220928460208,4.183482917432453
527,1.230517043972706,8.337878264565942,3.3979955411966936
528,1.2236748278386333,6.50944425784203,4.183121429424077
529,1.211737137003198,8.259622932500356,3.399587991995103
530,1.207263698582797,6.505367854479263,4.183066997076276
531,1.210402059330739,8.290496900072908,3.395118621843109
532,1.2037210097596593,6.498231705334226,4.18324566403545
533,0.5487682756060533,7.381556529300557,3.6274300474413557
535,0.5929471174165643,5.980144152375998,4.188590369697115
537,1.3020712488905708,8.321321846834685,3.402660754515897
539,1.2593341392769102,6.3823480707327755,4.186853088757852
541,1.2713160351046793,8.23807744072398,3.409317486730915
542,1.2652697912864868,6.561401825014008,4.182574644134741
543,1.257708963020551,8.189029507624946,3.4133709426845633
544,1.2492248525728669,6.561808915821579,4.182533533184526
545,1.2541918292767034,8.234868029314756,3.4068009615962724
546,1.2457802716573307,6.545066489587461,4.182340136801009
547,1.2397149307117463,8.238279702155017,3.4061690632747035
548,1.2334824986700244,6.5467817468184775,4.181843170126329
549,1.2253328581062994,8.219372551773532,3.406745720524415
551,1.2139272188758674,6.365918089825694,4.1872377500852815
553,1.7981804931271388,9.035891964302168,3.4409645322869102
555,1.5639034849158637,6.59524251127803,4.184153835375052
557,1.578108267334884,8.872109574065124,3.4252545586780085
558,1.557996484617649,6.797039458477361,4.177697753898198
559,1.561442283471692,8.6284456728549,3.425904453303529
560,1.5451670657820475,6.64769685362503,4.178866912232127
561,1.54818732136084,8.63136091760955,3.423608435843718
562,1.5335973009273347,6.671211445777035,4.179215043903424
563,1.5357868857992394,8.67696820980418,3.4211455348547464
564,1.5230035858816968,6.644391114555026,4.179941919851678
565,1.5254879466439104,8.714755394110101,3.418211640329191
567,1.5116438391346516,6.472428832388976,4.188317719298176
569,1.5223300484382283,8.941517894800649,3.3913871477101263
571,1.5248013712473663,6.59711001989636,4.187943692809557
573,1.5271334740614662,8.956808204433374,3.405195390316552
574,1.5133049957977536,6.934096844736393,4.181057871495154
575,1.5112931778687635,8.857079944726477,3.4089875975783017
576,1.4967834187465792,6.837981119053194,4.18153176813597
577,1.4994852196427415,8.951187295260016,3.405344636824463
578,1.4872740563639166,6.904036282764311,4.18216624922171
579,1.4875852780942564,8.966158040889411,3.4032461605763142
580,1.475883467449055,6.834688984450735,4.182532608020315
581,1.4797597491914798,8.972930848723113,3.3967709514446076
583,1.4633535243386644,6.529067709480648,4.190963245294521
585,1.498882167044807,9.032800036514974,3.3721964614287634
587,1.5158109161401323,6.5910154560859,4.187993733009359
589,1.5097523991393391,8.8666091485246,3.3962096829403037
590,1.4955081441090432,6.846818040511808,4.18195653411859
591,1.4945247793512801,8.91721938287038,3.3989726713804767
592,1.4782104315043958,6.846843711378936,4.182446186124905
593,1.474000683506656,8.923958703020183,3.39769311615204
594,1.463279084488849,6.862291579790148,4.183394090107404
595,1.465361408256116,8.991317663963024,3.3923860221630204
596,1.452371500299364,6.861484400908259,4.1836148760770415
597,1.4528887160299322,9.016720196858456,3.387564802409393
599,1.4357670014581325,6.460547184938661,4.1921873117839406
601,1.4425423461482383,8.999593683204713,3.3755889260430436
602,1.4371362455661423,6.775939699632561,4.184690388067115
603,0.6643898372332188,7.549065028670864,3.651052971550194
604,0.7383405729410812,5.939275022475818,4.195405515007477
605,1.491014563020808,9.073580268946476,3.3771442240108183
606,1.4141850524085564,6.733970481083029,4.185428808668218
607,1.4246752371241287,9.035703497783533,3.3739069772216053
608,1.409146367375606,6.890102622344386,4.185584410117772
609,1.4106538681174188,9.0428494070086,3.3730377771688125
611,1.3938813867788225,6.4501825374461506,4.194447930488984
613,1.4036042506615163,9.103478864398264,3.361814920655554
614,1.3977321193087027,6.8002288942815445,4.1862048014757995
615,1.3940485839460184,9.08626820310501,3.36759601245628
616,1.382623614500053,6.7587865626253105,4.186674761242211
617,1.3851343582995153,9.113491912356011,3.3619567307164724
618,1.3730509346799453,6.720339627595583,4.186818644065513
619,1.369809986878178,8.977476169539525,3.360770876263507
620,1.3614179486771345,6.7310260442621805,4.187468652123316
621,1.3647346526375863,9.205520238536876,3.3581255157395584
623,1.3502695297669909,6.416650213544948,4.195221102550913
625,1.3582731061741424,9.14555330973735,3.347714666699619
626,1.3552032922103494,6.730890866343405,4.187694886108738
627,1.3499655908776071,9.111354213090989,3.353800882166825
628,1.3404425808551466,6.697960367282447,4.188543305937328
629,1.3402317984730172,9.163824507961877,3.350657273692142
630,1.3298400729168927,6.749738445970319,4.188288476367235
631,1.328935791003391,9.165326915001913,3.349047830330531
632,1.3211779231027028,6.7711577333209485,4.188545911018041
633,1.3233025762403854,9.179753755489338,3.3446343037059103
635,1.3084045104136657,6.470574650288798,4.19596831847768
637,1.3720421088131234,9.27415763140438,3.3205030122204913
639,1.3976691488113577,6.577040854270105,4.194197074502397
641,1.3954361567428335,9.271981913108279,3.349264182688189
642,1.3789151452432338,6.7703600521111476,4.186871359682632
643,1.3649937776425434,9.033984664610193,3.3574536928825296
644,1.351756994819155,6.654539216076655,4.187682213543624
645,1.351492795007272,9.172120651818531,3.3535254761184166
646,1.3410084978493644,6.796822593514792,4.187934142577803
647,1.3392718817443476,9.093365400458568,3.347073227310051
648,1.3286088164516174,6.757511466800241,4.188377081498504
649,1.3230526920993149,9.119927887302934,3.348504626898048
651,1.3100300038671182,6.460207722208318,4.196209828202903
653,1.3211722790527438,9.185345552194319,3.3328169133314747
654,1.315420175329637,6.718240381568809,4.1888708439802205
